0	4.48e+06
1	1.12e+06
2	8.39e+05
3	6.29e+05
4	4.72e+05
5	3.54e+05
6	2.66e+05
7	1.99e+05
8	1.49e+05
9	1.12e+05
10	8.40e+04
11	6.30e+04
12	4.73e+04
13	3.54e+04
14	2.66e+04
15	1.99e+04
16	1.50e+04
17	1.12e+04
18	8.41e+03
19	6.31e+03
20	4.73e+03
21	3.55e+03
22	2.66e+03
23	2.00e+03
24	1.50e+03
25	1.12e+03
26	8.42e+02
27	6.32e+02
28	4.74e+02
29	3.55e+02
30	2.66e+02
31	2.00e+02
32	1.50e+02
33	1.12e+02
34	8.43e+01
35	6.33e+01
36	4.75e+01
37	3.56e+01
38	2.68e+01
39	2.01e+01
40	1.51e+01
41	1.14e+01
42	8.60e+00
43	6.51e+00
44	4.93e+00
45	3.75e+00
46	2.87e+00
47	2.20e+00
48	1.69e+00
49	1.30e+00
50	1.01e+00
51	7.78e-01
52	6.01e-01
53	4.61e-01
54	3.48e-01
55	2.50e-01
56	1.59e-01
57	7.44e-02
58	1.68e-02
59	8.09e-04
60	2.08e-05
61	1.33e-06
62	1.81e-07
