0	1.74e+02
1	1.04e+02
2	1.26e+09
3	3.16e+08
4	2.37e+08
5	1.77e+08
6	1.33e+08
7	9.98e+07
8	7.49e+07
9	5.62e+07
10	4.21e+07
11	3.16e+07
12	2.37e+07
13	1.78e+07
14	1.33e+07
15	1.00e+07
16	7.50e+06
17	5.62e+06
18	4.22e+06
19	3.16e+06
20	2.37e+06
21	1.78e+06
22	1.33e+06
23	1.00e+06
24	7.51e+05
25	5.63e+05
26	4.22e+05
27	3.17e+05
28	2.37e+05
29	1.78e+05
30	1.34e+05
31	1.00e+05
32	7.51e+04
33	5.64e+04
34	4.23e+04
35	3.17e+04
36	2.38e+04
37	1.78e+04
38	1.34e+04
39	1.00e+04
40	7.52e+03
41	5.64e+03
42	4.23e+03
43	3.17e+03
44	2.38e+03
45	1.79e+03
46	1.34e+03
47	1.00e+03
48	7.53e+02
49	5.65e+02
50	4.24e+02
51	3.18e+02
52	2.38e+02
53	1.79e+02
54	1.34e+02
55	1.01e+02
56	7.54e+01
57	5.65e+01
58	4.24e+01
59	3.18e+01
60	2.39e+01
61	1.79e+01
62	1.34e+01
63	1.01e+01
64	7.55e+00
65	5.66e+00
66	4.25e+00
67	3.18e+00
68	2.39e+00
69	1.79e+00
70	1.34e+00
71	1.01e+00
72	7.57e-01
73	5.69e-01
74	4.28e-01
75	3.23e-01
76	2.44e-01
77	1.87e-01
78	1.44e-01
79	1.15e-01
80	9.47e-02
81	8.34e-02
82	7.91e-02
83	7.83e-02
84	7.81e-02
85	7.79e-02
86	7.77e-02
87	7.75e-02
88	7.73e-02
89	7.72e-02
90	7.70e-02
91	7.68e-02
92	7.66e-02
93	7.64e-02
94	7.62e-02
95	7.61e-02
96	7.59e-02
97	7.57e-02
98	7.55e-02
99	7.54e-02
100	7.52e-02
101	7.50e-02
102	7.48e-02
103	7.47e-02
104	7.45e-02
105	7.43e-02
106	7.41e-02
107	7.40e-02
108	7.38e-02
109	4.07e-01
110	3.87e+01
111	2.17e+02
112	3.39e+03
113	1.98e+04
114	4.99e+03
115	3.75e+03
116	2.81e+03
117	2.11e+03
118	1.58e+03
119	1.19e+03
120	8.89e+02
121	6.67e+02
122	5.00e+02
123	3.75e+02
124	2.81e+02
125	2.11e+02
126	1.58e+02
127	1.19e+02
128	8.90e+01
129	6.67e+01
130	5.01e+01
131	3.75e+01
132	2.82e+01
133	2.11e+01
134	1.58e+01
135	1.19e+01
136	8.91e+00
137	6.68e+00
138	5.01e+00
139	3.76e+00
140	2.81e+00
141	2.11e+00
142	1.57e+00
143	1.17e+00
144	8.73e-01
145	6.44e-01
146	4.70e-01
147	3.34e-01
148	2.27e-01
149	1.41e-01
150	7.23e-02
151	2.43e-02
152	3.31e-03
153	7.37e-05
154	4.72e-08
