0	1.73e+02
1	1.04e+02
2	8.25e+04
3	2.06e+04
4	1.55e+04
5	1.16e+04
6	8.70e+03
7	6.53e+03
8	4.90e+03
9	3.67e+03
10	2.75e+03
11	2.07e+03
12	1.55e+03
13	1.16e+03
14	8.71e+02
15	6.53e+02
16	4.90e+02
17	3.68e+02
18	2.76e+02
19	2.07e+02
20	1.55e+02
21	1.16e+02
22	8.72e+01
23	6.54e+01
24	4.91e+01
25	3.68e+01
26	2.76e+01
27	2.07e+01
28	1.55e+01
29	1.16e+01
30	8.73e+00
31	6.55e+00
32	4.91e+00
33	3.68e+00
34	2.76e+00
35	2.07e+00
36	1.55e+00
37	1.17e+00
38	8.74e-01
39	6.55e-01
40	4.91e-01
41	3.68e-01
42	2.76e-01
43	2.06e-01
44	1.54e-01
45	1.16e-01
46	8.78e-02
47	6.92e-02
48	5.93e-02
49	5.66e-02
50	5.63e-02
51	5.62e-02
52	5.61e-02
53	5.60e-02
54	5.60e-02
55	5.59e-02
56	5.58e-02
57	5.58e-02
58	5.57e-02
59	5.56e-02
60	5.56e-02
61	5.55e-02
62	5.54e-02
63	5.54e-02
64	5.53e-02
65	5.52e-02
66	5.52e-02
67	5.51e-02
68	5.50e-02
69	5.50e-02
70	5.49e-02
71	5.48e-02
72	5.48e-02
73	5.47e-02
74	5.46e-02
75	5.46e-02
76	5.45e-02
77	5.44e-02
78	5.44e-02
79	5.43e-02
80	5.42e-02
81	5.42e-02
82	5.41e-02
83	5.40e-02
84	5.40e-02
85	5.39e-02
86	5.38e-02
87	5.38e-02
88	5.37e-02
89	5.37e-02
90	5.36e-02
91	5.35e-02
92	5.35e-02
93	5.34e-02
94	5.33e-02
95	5.33e-02
96	5.32e-02
97	5.32e-02
98	5.31e-02
99	5.30e-02
100	5.30e-02
101	5.29e-02
102	5.28e-02
103	5.28e-02
104	5.27e-02
105	5.27e-02
106	5.26e-02
107	5.25e-02
108	5.25e-02
109	5.24e-02
110	5.24e-02
111	5.23e-02
112	5.22e-02
113	5.22e-02
114	5.21e-02
115	5.21e-02
116	4.10e-01
117	8.29e+01
118	6.26e+02
119	1.16e+04
120	9.29e+04
121	2.33e+04
122	1.75e+04
123	1.31e+04
124	9.84e+03
125	7.38e+03
126	5.53e+03
127	4.15e+03
128	3.11e+03
129	2.33e+03
130	1.75e+03
131	1.31e+03
132	9.85e+02
133	7.39e+02
134	5.54e+02
135	4.15e+02
136	3.12e+02
137	2.34e+02
138	1.75e+02
139	1.31e+02
140	9.86e+01
141	7.39e+01
142	5.55e+01
143	4.16e+01
144	3.12e+01
145	2.34e+01
146	1.75e+01
147	1.32e+01
148	9.87e+00
149	7.40e+00
150	5.55e+00
151	4.16e+00
152	3.12e+00
153	2.34e+00
154	1.75e+00
155	1.31e+00
156	9.73e-01
157	7.19e-01
158	5.26e-01
159	3.78e-01
160	2.63e-01
161	1.70e-01
162	9.59e-02
163	3.97e-02
164	8.36e-03
165	4.40e-04
166	1.53e-06
167	2.44e-11
