0	5.01e-06	1.33e+02
1	4.99e-06	1.33e+02
2	4.98e-06	1.33e+02
3	4.97e-06	1.33e+02
4	4.95e-06	1.33e+02
5	4.94e-06	1.33e+02
6	4.92e-06	1.33e+02
7	4.91e-06	1.33e+02
8	4.89e-06	1.33e+02
9	4.88e-06	1.33e+02
10	4.87e-06	1.33e+02
11	4.85e-06	1.33e+02
12	4.84e-06	1.33e+02
13	4.82e-06	1.32e+02
14	4.81e-06	1.32e+02
15	4.80e-06	1.32e+02
16	4.78e-06	1.32e+02
17	4.77e-06	1.32e+02
18	4.76e-06	1.32e+02
19	4.74e-06	1.32e+02
20	4.73e-06	1.32e+02
21	4.72e-06	1.32e+02
22	4.71e-06	1.32e+02
23	4.69e-06	1.32e+02
24	4.68e-06	1.32e+02
25	4.67e-06	1.32e+02
26	4.66e-06	1.32e+02
27	4.64e-06	1.32e+02
28	4.63e-06	1.32e+02
29	4.62e-06	1.32e+02
30	4.61e-06	1.32e+02
31	4.59e-06	1.32e+02
32	4.58e-06	1.32e+02
33	4.57e-06	1.32e+02
34	4.56e-06	1.32e+02
35	4.55e-06	1.32e+02
36	4.54e-06	1.32e+02
37	4.52e-06	1.32e+02
38	4.51e-06	1.32e+02
39	4.50e-06	1.32e+02
40	4.49e-06	1.32e+02
41	4.48e-06	1.32e+02
42	4.47e-06	1.32e+02
43	4.46e-06	1.32e+02
44	4.45e-06	1.32e+02
45	4.43e-06	1.32e+02
46	4.42e-06	1.32e+02
47	4.41e-06	1.32e+02
48	4.40e-06	1.32e+02
49	4.39e-06	1.32e+02
50	4.38e-06	1.32e+02
51	4.37e-06	1.32e+02
52	4.36e-06	1.32e+02
53	4.35e-06	1.32e+02
54	4.34e-06	1.32e+02
55	4.33e-06	1.32e+02
56	4.32e-06	1.32e+02
57	4.31e-06	1.32e+02
58	4.30e-06	1.32e+02
59	4.29e-06	1.32e+02
60	4.28e-06	1.32e+02
61	4.27e-06	1.32e+02
62	4.26e-06	1.32e+02
63	4.25e-06	1.32e+02
64	4.24e-06	1.32e+02
65	4.23e-06	1.32e+02
66	4.22e-06	1.32e+02
67	4.21e-06	1.32e+02
68	4.20e-06	1.32e+02
69	4.19e-06	1.32e+02
70	4.18e-06	1.32e+02
71	4.17e-06	1.32e+02
72	4.16e-06	1.32e+02
73	4.15e-06	1.32e+02
74	4.14e-06	1.31e+02
75	4.13e-06	1.31e+02
76	4.12e-06	1.31e+02
77	4.12e-06	1.31e+02
78	4.11e-06	1.31e+02
79	4.10e-06	1.31e+02
80	4.09e-06	1.31e+02
81	4.08e-06	1.31e+02
82	4.07e-06	1.31e+02
83	4.06e-06	1.31e+02
84	4.05e-06	1.31e+02
85	4.04e-06	1.31e+02
86	4.04e-06	1.31e+02
87	4.03e-06	1.31e+02
88	4.02e-06	1.31e+02
89	4.01e-06	1.31e+02
90	4.00e-06	1.31e+02
91	3.99e-06	1.31e+02
92	3.98e-06	1.31e+02
93	3.98e-06	1.31e+02
94	3.97e-06	1.31e+02
95	3.96e-06	1.31e+02
96	3.95e-06	1.31e+02
97	3.94e-06	1.31e+02
98	3.94e-06	1.31e+02
99	3.93e-06	1.31e+02
100	3.92e-06	1.31e+02
101	3.91e-06	1.31e+02
102	3.90e-06	1.31e+02
103	3.90e-06	1.31e+02
104	3.89e-06	1.31e+02
105	3.88e-06	1.31e+02
106	3.87e-06	1.31e+02
107	3.86e-06	1.31e+02
108	3.86e-06	1.31e+02
109	3.85e-06	1.31e+02
110	3.84e-06	1.31e+02
111	3.83e-06	1.31e+02
112	3.83e-06	1.31e+02
113	3.82e-06	1.31e+02
114	3.81e-06	1.31e+02
115	3.80e-06	1.31e+02
116	3.80e-06	1.31e+02
117	3.79e-06	1.31e+02
118	3.78e-06	1.31e+02
119	3.77e-06	1.31e+02
120	3.77e-06	1.31e+02
121	3.76e-06	1.31e+02
122	3.75e-06	1.31e+02
123	3.75e-06	1.31e+02
124	3.74e-06	1.31e+02
125	3.73e-06	1.31e+02
126	3.72e-06	1.31e+02
127	3.72e-06	1.31e+02
128	3.71e-06	1.31e+02
129	3.70e-06	1.31e+02
130	3.70e-06	1.31e+02
131	3.69e-06	1.31e+02
132	3.68e-06	1.31e+02
133	3.68e-06	1.31e+02
134	3.67e-06	1.31e+02
135	3.66e-06	1.31e+02
136	3.66e-06	1.31e+02
137	3.65e-06	1.31e+02
138	3.64e-06	1.31e+02
139	3.64e-06	1.31e+02
140	3.63e-06	1.31e+02
141	3.62e-06	1.30e+02
142	3.62e-06	1.30e+02
143	3.61e-06	1.30e+02
144	3.60e-06	1.30e+02
145	3.60e-06	1.30e+02
146	3.59e-06	1.30e+02
147	3.58e-06	1.30e+02
148	3.58e-06	1.30e+02
149	3.57e-06	1.30e+02
150	3.56e-06	1.30e+02
151	3.56e-06	1.30e+02
152	3.55e-06	1.30e+02
153	3.55e-06	1.30e+02
154	3.54e-06	1.30e+02
155	3.53e-06	1.30e+02
156	3.53e-06	1.30e+02
157	3.52e-06	1.30e+02
158	3.52e-06	1.30e+02
159	3.51e-06	1.30e+02
160	3.50e-06	1.30e+02
161	3.50e-06	1.30e+02
162	3.49e-06	1.30e+02
163	3.49e-06	1.30e+02
164	3.48e-06	1.30e+02
165	3.47e-06	1.30e+02
166	3.47e-06	1.30e+02
167	3.46e-06	1.30e+02
168	3.46e-06	1.30e+02
169	3.45e-06	1.30e+02
170	3.44e-06	1.30e+02
171	3.44e-06	1.30e+02
172	3.43e-06	1.30e+02
173	3.43e-06	1.30e+02
174	3.42e-06	1.30e+02
175	3.42e-06	1.30e+02
176	3.41e-06	1.30e+02
177	3.40e-06	1.30e+02
178	3.40e-06	1.30e+02
179	3.39e-06	1.30e+02
180	3.39e-06	1.30e+02
181	3.38e-06	1.30e+02
182	3.38e-06	1.30e+02
183	3.37e-06	1.30e+02
184	3.37e-06	1.30e+02
185	3.36e-06	1.30e+02
186	3.36e-06	1.30e+02
187	3.35e-06	1.30e+02
188	3.34e-06	1.30e+02
189	3.34e-06	1.30e+02
190	3.33e-06	1.30e+02
191	3.33e-06	1.30e+02
192	3.32e-06	1.30e+02
193	3.32e-06	1.30e+02
194	3.31e-06	1.30e+02
195	3.31e-06	1.30e+02
196	3.30e-06	1.30e+02
197	3.30e-06	1.30e+02
198	3.29e-06	1.30e+02
199	3.29e-06	1.30e+02
200	3.28e-06	1.30e+02
201	3.28e-06	1.30e+02
202	3.27e-06	1.30e+02
203	3.27e-06	1.30e+02
204	3.26e-06	1.30e+02
205	3.26e-06	1.30e+02
206	3.25e-06	1.30e+02
207	3.25e-06	1.30e+02
208	3.24e-06	1.29e+02
209	3.24e-06	1.29e+02
210	3.23e-06	1.29e+02
211	3.23e-06	1.29e+02
212	3.22e-06	1.29e+02
213	3.22e-06	1.29e+02
214	3.21e-06	1.29e+02
215	3.21e-06	1.29e+02
216	3.20e-06	1.29e+02
217	3.20e-06	1.29e+02
218	3.19e-06	1.29e+02
219	3.19e-06	1.29e+02
220	3.18e-06	1.29e+02
221	3.18e-06	1.29e+02
222	3.17e-06	1.29e+02
223	3.17e-06	1.29e+02
224	3.17e-06	1.29e+02
225	3.16e-06	1.29e+02
226	3.16e-06	1.29e+02
227	3.15e-06	1.29e+02
228	3.15e-06	1.29e+02
229	3.14e-06	1.29e+02
230	3.14e-06	1.29e+02
231	3.13e-06	1.29e+02
232	3.13e-06	1.29e+02
233	3.12e-06	1.29e+02
234	3.12e-06	1.29e+02
235	3.12e-06	1.29e+02
236	3.11e-06	1.29e+02
237	3.11e-06	1.29e+02
238	3.10e-06	1.29e+02
239	3.10e-06	1.29e+02
240	3.09e-06	1.29e+02
241	3.09e-06	1.29e+02
242	3.08e-06	1.29e+02
243	3.08e-06	1.29e+02
244	3.08e-06	1.29e+02
245	3.07e-06	1.29e+02
246	3.07e-06	1.29e+02
247	3.06e-06	1.29e+02
248	3.06e-06	1.29e+02
249	3.05e-06	1.29e+02
250	3.05e-06	1.29e+02
251	3.05e-06	1.29e+02
252	3.04e-06	1.29e+02
253	3.04e-06	1.29e+02
254	3.03e-06	1.29e+02
255	3.03e-06	1.29e+02
256	3.03e-06	1.29e+02
257	3.02e-06	1.29e+02
258	3.02e-06	1.29e+02
259	3.01e-06	1.29e+02
260	3.01e-06	1.29e+02
261	3.00e-06	1.29e+02
262	3.00e-06	1.29e+02
263	3.00e-06	1.29e+02
264	2.99e-06	1.29e+02
265	2.99e-06	1.29e+02
266	2.98e-06	1.29e+02
267	2.98e-06	1.29e+02
268	2.98e-06	1.29e+02
269	2.97e-06	1.29e+02
270	2.97e-06	1.29e+02
271	2.96e-06	1.29e+02
272	2.96e-06	1.29e+02
273	2.96e-06	1.29e+02
274	2.95e-06	1.28e+02
275	2.95e-06	1.28e+02
276	2.95e-06	1.28e+02
277	2.94e-06	1.28e+02
278	2.94e-06	1.28e+02
279	2.93e-06	1.28e+02
280	2.93e-06	1.28e+02
281	2.93e-06	1.28e+02
282	2.92e-06	1.28e+02
283	2.92e-06	1.28e+02
284	2.91e-06	1.28e+02
285	2.91e-06	1.28e+02
286	2.91e-06	1.28e+02
287	2.90e-06	1.28e+02
288	2.90e-06	1.28e+02
289	2.90e-06	1.28e+02
290	2.89e-06	1.28e+02
291	2.89e-06	1.28e+02
292	2.89e-06	1.28e+02
293	2.88e-06	1.28e+02
294	2.88e-06	1.28e+02
295	2.87e-06	1.28e+02
296	2.87e-06	1.28e+02
297	2.87e-06	1.28e+02
298	2.86e-06	1.28e+02
299	2.86e-06	1.28e+02
300	2.86e-06	1.28e+02
301	2.85e-06	1.28e+02
302	2.85e-06	1.28e+02
303	2.85e-06	1.28e+02
304	2.84e-06	1.28e+02
305	2.84e-06	1.28e+02
306	2.84e-06	1.28e+02
307	2.83e-06	1.28e+02
308	2.83e-06	1.28e+02
309	2.82e-06	1.28e+02
310	2.82e-06	1.28e+02
